industry,founded_year,city,no_of_founders,funding_stage,previous_funding_amount,investment_type,market_size_category,target_funding_category,startup_age,founder_strength,funding_momentum,startup_maturity,funding_intensity,strong_team_flag
Fintech,2012,Pune,1,Series B,15.27,Pe,Large,Large,12,10,1.1746153846153846,Mature,183.24,No
Saas,2014,Hyderabad,2,Series A,11.34,Pe,Large,Large,10,20,1.030909090909091,Mature,113.4,No
Edtech,2014,Delhi,3,Seed,14.49,Vc,Large,Large,10,30,1.3172727272727274,Mature,144.9,Yes
E-Commerce,2008,Chennai,1,Seed,0.28,Pe,Large,Small,16,10,0.01647058823529412,Mature,4.48,No
Ai,2019,Pune,4,Series A,13.77,Vc,Medium,Large,5,40,2.295,Growth,68.85,Yes
Edtech,2023,Bangalore,1,Seed,1.03,Angel,Medium,Small,1,10,0.515,Early,1.03,No
Saas,2022,Bangalore,3,Seed,17.78,Angel,Large,Large,2,30,5.926666666666667,Early,35.56,Yes
Saas,2021,Hyderabad,1,Series A,17.95,Vc,Small,Large,3,10,4.4875,Early,53.849999999999994,No
Edtech,2012,Pune,4,Seed,2.46,Vc,Medium,Small,12,40,0.18923076923076923,Mature,29.52,Yes
Saas,2015,Pune,3,Seed,13.66,Angel,Large,Large,9,30,1.366,Mature,122.94,Yes
Edtech,2014,Chennai,2,Series A,13.43,Vc,Medium,Large,10,20,1.220909090909091,Mature,134.3,No
Healthtech,2018,Bangalore,3,Series A,10.06,Pe,Large,Large,6,30,1.4371428571428573,Growth,60.36,Yes
Edtech,2009,Bangalore,4,Series A,0.7,Vc,Large,Small,15,40,0.04375,Mature,10.5,Yes
Edtech,2021,Chennai,4,Series A,2.46,Pe,Small,Small,3,40,0.615,Early,7.38,Yes
Saas,2015,Pune,3,Seed,13.25,Pe,Small,Medium,9,30,1.325,Mature,119.25,Yes
Saas,2009,Chennai,4,Seed,10.69,Angel,Medium,Medium,15,40,0.668125,Mature,160.35,Yes
Fintech,2017,Mumbai,1,Seed,1.12,Angel,Medium,Small,7,10,0.14,Growth,7.840000000000001,No
Fintech,2008,Bangalore,1,Seed,10.45,Pe,Small,Medium,16,10,0.6147058823529411,Mature,167.2,No
Healthtech,2018,Pune,2,Series B,17.01,Angel,Large,Large,6,20,2.43,Growth,102.06,No
Fintech,2018,Bangalore,3,Seed,17.83,Angel,Large,Large,6,30,2.5471428571428567,Growth,106.97999999999999,Yes
Edtech,2021,Hyderabad,2,Seed,14.0,Pe,Medium,Large,3,20,3.5,Early,42.0,No
Saas,2018,Mumbai,1,Seed,13.32,Pe,Large,Large,6,10,1.9028571428571428,Growth,79.92,No
Fintech,2010,Mumbai,2,Seed,15.43,Vc,Large,Large,14,20,1.0286666666666666,Mature,216.01999999999998,No
Fintech,2023,Bangalore,4,Seed,2.84,Angel,Small,Small,1,40,1.42,Early,2.84,Yes
Healthtech,2010,Delhi,3,Seed,3.97,Pe,Medium,Small,14,30,0.26466666666666666,Mature,55.580000000000005,Yes
E-Commerce,2013,Delhi,3,Seed,9.82,Vc,Medium,Medium,11,30,0.8183333333333334,Mature,108.02000000000001,Yes
Healthtech,2019,Chennai,3,Seed,9.13,Angel,Small,Medium,5,30,1.5216666666666667,Growth,45.650000000000006,Yes
Edtech,2010,Mumbai,1,Series A,3.85,Angel,Medium,Medium,14,10,0.25666666666666665,Mature,53.9,No
Saas,2014,Bangalore,4,Series A,13.63,Angel,Large,Large,10,40,1.2390909090909092,Mature,136.3,Yes
Healthtech,2023,Pune,1,Seed,14.87,Angel,Medium,Large,1,10,7.435,Early,14.87,No
Fintech,2015,Bangalore,4,Series A,5.56,Pe,Small,Medium,9,40,0.5559999999999999,Mature,50.04,Yes
Saas,2010,Bangalore,4,Seed,6.4,Vc,Small,Small,14,40,0.4266666666666667,Mature,89.60000000000001,Yes
Saas,2016,Pune,3,Seed,5.3,Vc,Large,Medium,8,30,0.5888888888888889,Mature,42.4,Yes
Fintech,2008,Pune,1,Series A,5.72,Pe,Large,Large,16,10,0.3364705882352941,Mature,91.52,No
Healthtech,2022,Hyderabad,2,Series B,7.42,Pe,Medium,Large,2,20,2.473333333333333,Early,14.84,No
Fintech,2010,Delhi,2,Seed,8.93,Angel,Large,Large,14,20,0.5953333333333333,Mature,125.02,No
E-Commerce,2019,Hyderabad,3,Series A,9.79,Vc,Large,Large,5,30,1.6316666666666666,Growth,48.949999999999996,Yes
Saas,2023,Bangalore,1,Series A,9.8,Pe,Small,Medium,1,10,4.9,Early,9.8,No
Ai,2010,Bangalore,4,Series A,12.42,Pe,Small,Large,14,40,0.828,Mature,173.88,Yes
Ai,2014,Mumbai,3,Seed,7.01,Vc,Large,Medium,10,30,0.6372727272727272,Mature,70.1,Yes
Edtech,2018,Mumbai,2,Series A,10.17,Vc,Small,Large,6,20,1.4528571428571428,Growth,61.019999999999996,No
Fintech,2018,Delhi,2,Seed,10.22,Vc,Medium,Medium,6,20,1.4600000000000002,Growth,61.32000000000001,No
Fintech,2012,Pune,4,Seed,2.11,Angel,Medium,Small,12,40,0.1623076923076923,Mature,25.32,Yes
Edtech,2011,Chennai,1,Series A,12.66,Vc,Medium,Large,13,10,0.9042857142857142,Mature,164.58,No
Edtech,2009,Bangalore,2,Series A,5.71,Vc,Small,Medium,15,20,0.356875,Mature,85.65,No
Edtech,2014,Mumbai,1,Series B,1.13,Vc,Large,Small,10,10,0.10272727272727272,Mature,11.299999999999999,No
Saas,2010,Delhi,1,Seed,13.01,Pe,Large,Large,14,10,0.8673333333333333,Mature,182.14,No
E-Commerce,2014,Hyderabad,2,Seed,1.16,Vc,Large,Small,10,20,0.10545454545454545,Mature,11.6,No
Fintech,2017,Bangalore,2,Seed,8.95,Vc,Small,Medium,7,20,1.11875,Growth,62.64999999999999,No
Saas,2019,Chennai,3,Seed,12.5,Angel,Large,Large,5,30,2.0833333333333335,Growth,62.5,Yes
Edtech,2023,Delhi,1,Seed,19.97,Pe,Medium,Large,1,10,9.985,Early,19.97,No
Fintech,2014,Pune,3,Series A,10.4,Vc,Large,Large,10,30,0.9454545454545454,Mature,104.0,Yes
Saas,2018,Chennai,1,Seed,6.5,Vc,Large,Medium,6,10,0.9285714285714286,Growth,39.0,No
E-Commerce,2023,Bangalore,2,Series A,9.94,Angel,Large,Large,1,20,4.97,Early,9.94,No
Saas,2009,Delhi,1,Seed,4.07,Angel,Small,Small,15,10,0.254375,Mature,61.050000000000004,No
E-Commerce,2014,Pune,3,Series A,8.87,Vc,Large,Large,10,30,0.8063636363636363,Mature,88.69999999999999,Yes
Edtech,2013,Mumbai,1,Series A,17.49,Vc,Small,Large,11,10,1.4574999999999998,Mature,192.39,No
E-Commerce,2017,Chennai,2,Seed,2.9,Angel,Medium,Small,7,20,0.3625,Growth,20.3,No
Fintech,2011,Hyderabad,3,Seed,10.7,Angel,Small,Medium,13,30,0.7642857142857142,Mature,139.1,Yes
Edtech,2018,Hyderabad,1,Series A,12.49,Vc,Large,Large,6,10,1.7842857142857143,Growth,74.94,No
Fintech,2012,Chennai,1,Series A,6.4,Vc,Large,Large,12,10,0.49230769230769234,Mature,76.80000000000001,No
Ai,2019,Bangalore,1,Seed,14.77,Angel,Large,Large,5,10,2.4616666666666664,Growth,73.85,No
Healthtech,2015,Bangalore,1,Seed,13.34,Pe,Medium,Large,9,10,1.334,Mature,120.06,No
E-Commerce,2012,Bangalore,4,Series B,9.39,Angel,Medium,Large,12,40,0.7223076923076923,Mature,112.68,Yes
Healthtech,2010,Hyderabad,1,Series A,12.87,Vc,Medium,Large,14,10,0.858,Mature,180.17999999999998,No
Healthtech,2009,Hyderabad,2,Series A,16.84,Vc,Medium,Large,15,20,1.0525,Mature,252.6,No
E-Commerce,2013,Mumbai,2,Seed,12.09,Pe,Medium,Large,11,20,1.0075,Mature,132.99,No
Edtech,2013,Bangalore,3,Series A,11.46,Angel,Large,Large,11,30,0.9550000000000001,Mature,126.06,Yes
Ai,2014,Hyderabad,1,Series B,12.5,Angel,Small,Large,10,10,1.1363636363636365,Mature,125.0,No
Fintech,2015,Hyderabad,4,Series A,13.58,Vc,Large,Large,9,40,1.358,Mature,122.22,Yes
Saas,2011,Bangalore,4,Seed,8.18,Angel,Small,Medium,13,40,0.5842857142857143,Mature,106.34,Yes
Fintech,2019,Bangalore,2,Series B,16.77,Pe,Small,Large,5,20,2.795,Growth,83.85,No
Saas,2015,Hyderabad,4,Series A,18.49,Pe,Large,Large,9,40,1.8489999999999998,Mature,166.41,Yes
Fintech,2019,Pune,2,Seed,12.51,Angel,Small,Medium,5,20,2.085,Growth,62.55,No
E-Commerce,2008,Chennai,1,Series A,17.76,Pe,Small,Large,16,10,1.0447058823529414,Mature,284.16,No
Ai,2013,Hyderabad,3,Seed,14.94,Angel,Medium,Large,11,30,1.2449999999999999,Mature,164.34,Yes
Saas,2013,Mumbai,1,Series A,8.57,Vc,Large,Large,11,10,0.7141666666666667,Mature,94.27000000000001,No
Edtech,2010,Delhi,4,Series A,10.02,Vc,Small,Medium,14,40,0.6679999999999999,Mature,140.28,Yes
Fintech,2016,Pune,3,Series A,11.49,Vc,Medium,Large,8,30,1.2766666666666666,Mature,91.92,Yes
Fintech,2019,Bangalore,3,Seed,18.79,Angel,Medium,Large,5,30,3.1316666666666664,Growth,93.94999999999999,Yes
Saas,2019,Mumbai,2,Series B,13.03,Vc,Large,Large,5,20,2.1716666666666664,Growth,65.14999999999999,No
Edtech,2023,Chennai,3,Series B,10.27,Vc,Small,Large,1,30,5.135,Early,10.27,Yes
Edtech,2012,Delhi,2,Seed,2.64,Vc,Medium,Small,12,20,0.2030769230769231,Mature,31.68,No
E-Commerce,2022,Pune,4,Seed,13.4,Angel,Medium,Large,2,40,4.466666666666667,Early,26.8,Yes
E-Commerce,2008,Hyderabad,2,Series B,11.18,Pe,Medium,Large,16,20,0.6576470588235294,Mature,178.88,No
E-Commerce,2014,Bangalore,1,Seed,18.81,Angel,Medium,Large,10,10,1.71,Mature,188.1,No
E-Commerce,2017,Hyderabad,4,Seed,6.97,Angel,Small,Small,7,40,0.87125,Growth,48.79,Yes
E-Commerce,2022,Mumbai,1,Seed,15.95,Vc,Large,Large,2,10,5.316666666666666,Early,31.9,No
E-Commerce,2021,Bangalore,4,Seed,5.79,Pe,Small,Small,3,40,1.4475,Early,17.37,Yes
Ai,2010,Hyderabad,3,Seed,3.6,Pe,Small,Small,14,30,0.24000000000000002,Mature,50.4,Yes
Edtech,2017,Bangalore,4,Series A,0.44,Pe,Medium,Small,7,40,0.055,Growth,3.08,Yes
E-Commerce,2017,Mumbai,1,Seed,17.93,Pe,Small,Large,7,10,2.24125,Growth,125.50999999999999,No
Edtech,2023,Hyderabad,4,Series A,9.0,Angel,Medium,Large,1,40,4.5,Early,9.0,Yes
Edtech,2018,Delhi,1,Seed,5.77,Vc,Large,Medium,6,10,0.8242857142857142,Growth,34.62,No
Healthtech,2011,Chennai,3,Seed,8.18,Pe,Small,Medium,13,30,0.5842857142857143,Mature,106.34,Yes
Ai,2013,Hyderabad,1,Series A,14.29,Vc,Medium,Large,11,10,1.1908333333333332,Mature,157.19,No
E-Commerce,2015,Bangalore,2,Series A,7.99,Vc,Large,Large,9,20,0.799,Mature,71.91,No
Fintech,2020,Pune,4,Series A,4.67,Pe,Large,Medium,4,40,0.9339999999999999,Growth,18.68,Yes
Saas,2011,Hyderabad,1,Seed,1.94,Pe,Large,Small,13,10,0.13857142857142857,Mature,25.22,No
Fintech,2022,Bangalore,1,Seed,12.51,Angel,Small,Medium,2,10,4.17,Early,25.02,No
Ai,2019,Pune,1,Seed,19.46,Angel,Medium,Large,5,10,3.2433333333333336,Growth,97.30000000000001,No
Saas,2016,Mumbai,2,Series A,12.77,Angel,Large,Large,8,20,1.4188888888888889,Mature,102.16,No
Ai,2015,Pune,3,Seed,18.95,Pe,Small,Large,9,30,1.895,Mature,170.54999999999998,Yes
Edtech,2017,Chennai,2,Series B,17.58,Vc,Medium,Large,7,20,2.1975,Growth,123.05999999999999,No
Saas,2017,Bangalore,3,Series A,3.29,Vc,Large,Medium,7,30,0.41125,Growth,23.03,Yes
Edtech,2013,Hyderabad,2,Seed,17.61,Pe,Medium,Large,11,20,1.4675,Mature,193.70999999999998,No
Fintech,2014,Pune,1,Series B,0.22,Vc,Medium,Small,10,10,0.02,Mature,2.2,No
Fintech,2015,Mumbai,2,Seed,10.29,Pe,Small,Medium,9,20,1.029,Mature,92.60999999999999,No
Saas,2009,Pune,4,Seed,10.55,Vc,Small,Medium,15,40,0.659375,Mature,158.25,Yes
Saas,2023,Delhi,3,Series A,14.59,Angel,Large,Large,1,30,7.295,Early,14.59,Yes
E-Commerce,2012,Hyderabad,1,Seed,15.17,Angel,Small,Medium,12,10,1.166923076923077,Mature,182.04,No
Ai,2020,Chennai,3,Seed,4.79,Vc,Small,Small,4,30,0.958,Growth,19.16,Yes
E-Commerce,2014,Mumbai,1,Seed,17.66,Vc,Medium,Large,10,10,1.6054545454545455,Mature,176.6,No
Ai,2015,Hyderabad,1,Series A,3.75,Angel,Large,Medium,9,10,0.375,Mature,33.75,No
E-Commerce,2012,Bangalore,4,Seed,19.24,Pe,Small,Large,12,40,1.48,Mature,230.88,Yes
Edtech,2010,Bangalore,2,Series A,19.71,Angel,Large,Large,14,20,1.314,Mature,275.94,No
Saas,2022,Bangalore,4,Seed,14.0,Angel,Medium,Large,2,40,4.666666666666667,Early,28.0,Yes
Fintech,2013,Hyderabad,3,Series A,13.04,Pe,Medium,Large,11,30,1.0866666666666667,Mature,143.44,Yes
Ai,2012,Chennai,2,Seed,19.59,Angel,Medium,Large,12,20,1.5069230769230768,Mature,235.07999999999998,No
Ai,2015,Bangalore,3,Series B,4.99,Angel,Small,Medium,9,30,0.499,Mature,44.910000000000004,Yes
Fintech,2016,Hyderabad,2,Series B,12.92,Angel,Small,Large,8,20,1.4355555555555555,Mature,103.36,No
E-Commerce,2016,Hyderabad,4,Series B,8.24,Pe,Large,Large,8,40,0.9155555555555556,Mature,65.92,Yes
Ai,2019,Chennai,1,Seed,3.52,Vc,Large,Medium,5,10,0.5866666666666667,Growth,17.6,No
Edtech,2019,Mumbai,3,Seed,2.73,Angel,Medium,Small,5,30,0.455,Growth,13.65,Yes
Saas,2013,Mumbai,3,Seed,14.07,Pe,Large,Large,11,30,1.1725,Mature,154.77,Yes
Fintech,2022,Hyderabad,4,Series A,4.73,Pe,Large,Large,2,40,1.5766666666666669,Early,9.46,Yes
Saas,2011,Mumbai,4,Seed,12.07,Vc,Large,Large,13,40,0.8621428571428572,Mature,156.91,Yes
Ai,2011,Delhi,2,Series A,4.9,Angel,Small,Medium,13,20,0.35000000000000003,Mature,63.7,No
Ai,2016,Chennai,3,Series A,9.19,Angel,Medium,Large,8,30,1.021111111111111,Mature,73.52,Yes
Fintech,2011,Hyderabad,4,Seed,14.9,Vc,Small,Medium,13,40,1.0642857142857143,Mature,193.70000000000002,Yes
Edtech,2015,Mumbai,2,Series A,10.66,Vc,Large,Large,9,20,1.066,Mature,95.94,No
Healthtech,2016,Pune,2,Seed,17.46,Vc,Large,Large,8,20,1.9400000000000002,Mature,139.68,No
Fintech,2012,Mumbai,3,Seed,10.62,Vc,Large,Large,12,30,0.8169230769230769,Mature,127.44,Yes
Healthtech,2020,Chennai,2,Seed,4.05,Vc,Large,Medium,4,20,0.8099999999999999,Growth,16.2,No
E-Commerce,2013,Pune,4,Seed,17.96,Vc,Medium,Large,11,40,1.4966666666666668,Mature,197.56,Yes
Healthtech,2010,Bangalore,4,Seed,8.47,Vc,Small,Medium,14,40,0.5646666666666668,Mature,118.58000000000001,Yes
Edtech,2019,Mumbai,4,Series A,17.38,Angel,Small,Large,5,40,2.8966666666666665,Growth,86.89999999999999,Yes
E-Commerce,2012,Pune,3,Series B,4.8,Vc,Large,Large,12,30,0.3692307692307692,Mature,57.599999999999994,Yes
Healthtech,2012,Chennai,4,Series A,12.8,Pe,Large,Large,12,40,0.9846153846153847,Mature,153.60000000000002,Yes
E-Commerce,2022,Pune,1,Seed,3.47,Pe,Small,Small,2,10,1.1566666666666667,Early,6.94,No
Healthtech,2021,Bangalore,2,Seed,1.79,Vc,Medium,Small,3,20,0.4475,Early,5.37,No
Edtech,2023,Pune,1,Series A,19.98,Angel,Medium,Large,1,10,9.99,Early,19.98,No
Healthtech,2009,Hyderabad,2,Series B,0.41,Angel,Large,Small,15,20,0.025625,Mature,6.1499999999999995,No
Healthtech,2017,Bangalore,3,Seed,11.91,Vc,Large,Large,7,30,1.48875,Growth,83.37,Yes
Healthtech,2013,Mumbai,4,Seed,0.47,Pe,Large,Small,11,40,0.03916666666666666,Mature,5.17,Yes
Fintech,2016,Hyderabad,2,Seed,11.12,Pe,Small,Medium,8,20,1.2355555555555555,Mature,88.96,No
Fintech,2018,Hyderabad,2,Series B,2.18,Vc,Large,Medium,6,20,0.31142857142857144,Growth,13.080000000000002,No
Fintech,2022,Bangalore,4,Series A,15.79,Vc,Large,Large,2,40,5.263333333333333,Early,31.58,Yes
Edtech,2014,Hyderabad,3,Series A,6.0,Angel,Large,Large,10,30,0.5454545454545454,Mature,60.0,Yes
E-Commerce,2021,Bangalore,1,Seed,7.02,Vc,Medium,Medium,3,10,1.755,Early,21.06,No
Ai,2015,Bangalore,3,Seed,5.2,Vc,Small,Small,9,30,0.52,Mature,46.800000000000004,Yes
Healthtech,2009,Pune,4,Series A,2.46,Pe,Medium,Small,15,40,0.15375,Mature,36.9,Yes
Healthtech,2018,Bangalore,1,Series A,10.11,Angel,Small,Large,6,10,1.4442857142857142,Growth,60.66,No
Edtech,2020,Chennai,4,Series B,9.06,Angel,Large,Large,4,40,1.812,Growth,36.24,Yes
Healthtech,2021,Mumbai,1,Series A,10.88,Angel,Large,Large,3,10,2.72,Early,32.64,No
Fintech,2016,Hyderabad,2,Seed,12.59,Pe,Large,Large,8,20,1.3988888888888888,Mature,100.72,No
Ai,2010,Delhi,4,Series A,1.96,Pe,Large,Small,14,40,0.13066666666666665,Mature,27.439999999999998,Yes
Saas,2017,Pune,4,Series A,8.39,Angel,Medium,Large,7,40,1.04875,Growth,58.730000000000004,Yes
Healthtech,2012,Mumbai,2,Series A,11.93,Vc,Small,Large,12,20,0.9176923076923077,Mature,143.16,No
Fintech,2021,Delhi,4,Series B,6.6,Vc,Medium,Large,3,40,1.65,Early,19.799999999999997,Yes
Saas,2014,Bangalore,1,Seed,3.99,Pe,Medium,Small,10,10,0.36272727272727273,Mature,39.900000000000006,No
Ai,2011,Hyderabad,4,Series A,12.2,Pe,Large,Large,13,40,0.8714285714285713,Mature,158.6,Yes
Saas,2014,Pune,3,Seed,14.42,Angel,Small,Medium,10,30,1.3109090909090908,Mature,144.2,Yes
Fintech,2023,Mumbai,1,Seed,15.06,Vc,Medium,Large,1,10,7.53,Early,15.06,No
E-Commerce,2015,Delhi,4,Seed,6.65,Angel,Small,Small,9,40,0.665,Mature,59.85,Yes
E-Commerce,2022,Delhi,2,Series A,2.16,Pe,Medium,Small,2,20,0.7200000000000001,Early,4.32,No
Saas,2020,Delhi,3,Series B,18.33,Vc,Medium,Large,4,30,3.6659999999999995,Growth,73.32,Yes
Edtech,2017,Mumbai,3,Seed,13.82,Pe,Medium,Large,7,30,1.7275,Growth,96.74000000000001,Yes
Saas,2021,Chennai,2,Series A,18.98,Pe,Medium,Large,3,20,4.745,Early,56.94,No
Healthtech,2017,Bangalore,3,Seed,3.08,Pe,Medium,Small,7,30,0.385,Growth,21.560000000000002,Yes
Healthtech,2011,Hyderabad,3,Seed,13.21,Angel,Small,Medium,13,30,0.9435714285714286,Mature,171.73000000000002,Yes
E-Commerce,2023,Delhi,1,Series A,4.09,Vc,Large,Medium,1,10,2.045,Early,4.09,No
Edtech,2022,Pune,4,Series A,17.36,Angel,Medium,Large,2,40,5.786666666666666,Early,34.72,Yes
Fintech,2012,Mumbai,1,Seed,10.49,Pe,Medium,Medium,12,10,0.806923076923077,Mature,125.88,No
Healthtech,2018,Pune,2,Series B,10.75,Pe,Small,Large,6,20,1.5357142857142858,Growth,64.5,No
E-Commerce,2010,Delhi,1,Series A,18.63,Vc,Medium,Large,14,10,1.242,Mature,260.82,No
Ai,2012,Mumbai,3,Series B,6.22,Angel,Medium,Large,12,30,0.47846153846153844,Mature,74.64,Yes
E-Commerce,2015,Pune,2,Series A,12.46,Angel,Small,Large,9,20,1.246,Mature,112.14000000000001,No
Healthtech,2010,Chennai,4,Series B,3.06,Vc,Small,Medium,14,40,0.20400000000000001,Mature,42.84,Yes
Healthtech,2022,Delhi,2,Seed,7.39,Pe,Medium,Medium,2,20,2.4633333333333334,Early,14.78,No
E-Commerce,2023,Delhi,2,Series B,4.06,Angel,Large,Large,1,20,2.03,Early,4.06,No
Fintech,2021,Hyderabad,3,Series B,4.19,Vc,Medium,Medium,3,30,1.0475,Early,12.57,Yes
Saas,2020,Mumbai,1,Seed,13.29,Vc,Large,Large,4,10,2.658,Growth,53.16,No
Healthtech,2012,Mumbai,3,Series B,5.87,Angel,Small,Medium,12,30,0.45153846153846156,Mature,70.44,Yes
E-Commerce,2017,Chennai,3,Series A,5.17,Angel,Small,Medium,7,30,0.64625,Growth,36.19,Yes
E-Commerce,2008,Delhi,1,Series A,16.2,Angel,Small,Large,16,10,0.9529411764705882,Mature,259.2,No
Edtech,2009,Hyderabad,1,Seed,9.58,Angel,Small,Medium,15,10,0.59875,Mature,143.7,No
Saas,2010,Pune,3,Seed,7.72,Angel,Small,Medium,14,30,0.5146666666666666,Mature,108.08,Yes
Ai,2008,Bangalore,4,Series A,16.34,Angel,Large,Large,16,40,0.9611764705882353,Mature,261.44,Yes
Fintech,2020,Hyderabad,1,Seed,9.88,Pe,Large,Large,4,10,1.9760000000000002,Growth,39.52,No
Ai,2018,Pune,4,Seed,16.34,Angel,Small,Medium,6,40,2.334285714285714,Growth,98.03999999999999,Yes
Saas,2023,Hyderabad,3,Seed,6.51,Angel,Medium,Medium,1,30,3.255,Early,6.51,Yes
Saas,2019,Pune,1,Series A,19.25,Vc,Large,Large,5,10,3.2083333333333335,Growth,96.25,No
Saas,2018,Hyderabad,3,Seed,18.49,Pe,Large,Large,6,30,2.641428571428571,Growth,110.94,Yes
Ai,2016,Hyderabad,1,Series A,16.51,Vc,Small,Large,8,10,1.8344444444444445,Mature,132.08,No
Saas,2016,Delhi,2,Series A,4.41,Angel,Large,Medium,8,20,0.49,Mature,35.28,No
E-Commerce,2012,Hyderabad,1,Seed,14.6,Pe,Medium,Large,12,10,1.123076923076923,Mature,175.2,No
Ai,2021,Pune,3,Seed,16.39,Pe,Large,Large,3,30,4.0975,Early,49.17,Yes
Saas,2011,Pune,1,Seed,7.4,Pe,Medium,Medium,13,10,0.5285714285714286,Mature,96.2,No
E-Commerce,2012,Mumbai,1,Series B,2.98,Angel,Small,Medium,12,10,0.22923076923076924,Mature,35.76,No
Edtech,2011,Pune,3,Seed,5.54,Angel,Large,Medium,13,30,0.39571428571428574,Mature,72.02,Yes
Saas,2019,Mumbai,1,Series A,11.8,Pe,Medium,Large,5,10,1.9666666666666668,Growth,59.0,No
Ai,2012,Pune,2,Series A,5.19,Angel,Large,Large,12,20,0.3992307692307693,Mature,62.28,No
Healthtech,2014,Hyderabad,4,Seed,13.3,Angel,Large,Large,10,40,1.2090909090909092,Mature,133.0,Yes
Saas,2018,Pune,4,Series A,7.96,Vc,Medium,Large,6,40,1.1371428571428572,Growth,47.76,Yes
Healthtech,2015,Mumbai,2,Seed,4.67,Vc,Large,Medium,9,20,0.46699999999999997,Mature,42.03,No
E-Commerce,2009,Delhi,2,Seed,12.34,Pe,Large,Large,15,20,0.77125,Mature,185.1,No
Edtech,2011,Bangalore,4,Seed,1.66,Pe,Small,Small,13,40,0.11857142857142856,Mature,21.58,Yes
Fintech,2015,Hyderabad,2,Seed,12.57,Angel,Large,Large,9,20,1.2570000000000001,Mature,113.13,No
Edtech,2014,Pune,1,Seed,19.49,Pe,Medium,Large,10,10,1.7718181818181817,Mature,194.89999999999998,No
Saas,2016,Mumbai,4,Seed,14.29,Vc,Medium,Large,8,40,1.5877777777777777,Mature,114.32,Yes
Healthtech,2012,Mumbai,4,Series A,6.7,Pe,Medium,Medium,12,40,0.5153846153846154,Mature,80.4,Yes
Healthtech,2013,Delhi,4,Seed,18.05,Angel,Small,Large,11,40,1.5041666666666667,Mature,198.55,Yes
Ai,2022,Pune,2,Series A,10.65,Vc,Large,Large,2,20,3.5500000000000003,Early,21.3,No
Healthtech,2018,Delhi,1,Seed,10.66,Vc,Small,Medium,6,10,1.522857142857143,Growth,63.96,No
Ai,2015,Bangalore,4,Seed,7.69,Pe,Small,Medium,9,40,0.769,Mature,69.21000000000001,Yes
E-Commerce,2022,Pune,2,Series A,1.23,Pe,Small,Small,2,20,0.41,Early,2.46,No
Fintech,2019,Chennai,4,Series A,5.55,Angel,Large,Large,5,40,0.9249999999999999,Growth,27.75,Yes
Saas,2021,Chennai,2,Seed,16.4,Angel,Small,Medium,3,20,4.1,Early,49.199999999999996,No
Ai,2022,Pune,3,Series A,5.34,Vc,Small,Medium,2,30,1.78,Early,10.68,Yes
Fintech,2018,Chennai,1,Seed,8.36,Pe,Large,Large,6,10,1.1942857142857142,Growth,50.16,No
Healthtech,2023,Bangalore,4,Seed,12.75,Pe,Large,Large,1,40,6.375,Early,12.75,Yes
Healthtech,2022,Hyderabad,1,Series A,5.79,Pe,Medium,Medium,2,10,1.93,Early,11.58,No
Fintech,2012,Chennai,4,Seed,16.27,Vc,Medium,Large,12,40,1.2515384615384615,Mature,195.24,Yes
Healthtech,2021,Chennai,1,Seed,17.99,Angel,Small,Large,3,10,4.4975,Early,53.97,No
E-Commerce,2016,Pune,3,Series A,1.42,Vc,Large,Small,8,30,0.15777777777777777,Mature,11.36,Yes
E-Commerce,2011,Mumbai,1,Seed,11.58,Angel,Medium,Medium,13,10,0.8271428571428572,Mature,150.54,No
Fintech,2015,Mumbai,3,Series A,7.12,Pe,Small,Medium,9,30,0.712,Mature,64.08,Yes
Ai,2019,Hyderabad,4,Seed,11.18,Vc,Medium,Medium,5,40,1.8633333333333333,Growth,55.9,Yes
Ai,2021,Pune,1,Series A,11.03,Pe,Small,Large,3,10,2.7575,Early,33.089999999999996,No
Fintech,2010,Delhi,2,Seed,0.4,Angel,Medium,Small,14,20,0.02666666666666667,Mature,5.6000000000000005,No
Ai,2012,Bangalore,4,Seed,13.04,Angel,Medium,Large,12,40,1.003076923076923,Mature,156.48,Yes
Ai,2022,Chennai,3,Series A,4.48,Vc,Small,Medium,2,30,1.4933333333333334,Early,8.96,Yes
E-Commerce,2015,Pune,3,Seed,11.27,Pe,Large,Large,9,30,1.127,Mature,101.42999999999999,Yes
Ai,2022,Pune,3,Series B,17.93,Pe,Large,Large,2,30,5.976666666666667,Early,35.86,Yes
Edtech,2017,Bangalore,4,Series A,4.01,Angel,Large,Medium,7,40,0.50125,Growth,28.07,Yes
Saas,2019,Mumbai,4,Seed,5.55,Angel,Medium,Medium,5,40,0.9249999999999999,Growth,27.75,Yes
Healthtech,2014,Bangalore,1,Seed,1.46,Vc,Medium,Small,10,10,0.13272727272727272,Mature,14.6,No
Edtech,2008,Mumbai,2,Seed,9.94,Vc,Small,Medium,16,20,0.5847058823529412,Mature,159.04,No
Ai,2019,Bangalore,3,Series A,17.43,Vc,Large,Large,5,30,2.905,Growth,87.15,Yes
E-Commerce,2011,Mumbai,3,Seed,10.99,Vc,Large,Large,13,30,0.785,Mature,142.87,Yes
Fintech,2009,Bangalore,1,Seed,7.18,Angel,Large,Medium,15,10,0.44875,Mature,107.69999999999999,No
Ai,2009,Chennai,1,Seed,18.14,Vc,Small,Large,15,10,1.13375,Mature,272.1,No
