industry,founded_year,city,no_of_founders,funding_stage,previous_funding_amount,investment_type,market_size_category,target_funding_category,startup_age
Healthtech,2021,Bangalore,2,Seed,1.79,Vc,Medium,Small,3
Edtech,2023,Pune,1,Series A,19.98,Angel,Medium,Large,1
Healthtech,2009,Hyderabad,2,Series B,0.41,Angel,Large,Small,15
Healthtech,2017,Bangalore,3,Seed,11.91,Vc,Large,Large,7
Healthtech,2013,Mumbai,4,Seed,0.47,Pe,Large,Small,11
Fintech,2016,Hyderabad,2,Seed,11.12,Pe,Small,Medium,8
Fintech,2018,Hyderabad,2,Series B,2.18,Vc,Large,Medium,6
Fintech,2022,Bangalore,4,Series A,15.79,Vc,Large,Large,2
Edtech,2014,Hyderabad,3,Series A,6.0,Angel,Large,Large,10
E-Commerce,2021,Bangalore,1,Seed,7.02,Vc,Medium,Medium,3
Ai,2015,Bangalore,3,Seed,5.2,Vc,Small,Small,9
Healthtech,2009,Pune,4,Series A,2.46,Pe,Medium,Small,15
Healthtech,2018,Bangalore,1,Series A,10.11,Angel,Small,Large,6
Edtech,2020,Chennai,4,Series B,9.06,Angel,Large,Large,4
Healthtech,2021,Mumbai,1,Series A,10.88,Angel,Large,Large,3
Fintech,2016,Hyderabad,2,Seed,12.59,Pe,Large,Large,8
Ai,2010,Delhi,4,Series A,1.96,Pe,Large,Small,14
Saas,2017,Pune,4,Series A,8.39,Angel,Medium,Large,7
Healthtech,2012,Mumbai,2,Series A,11.93,Vc,Small,Large,12
Fintech,2021,Delhi,4,Series B,6.6,Vc,Medium,Large,3
Saas,2014,Bangalore,1,Seed,3.99,Pe,Medium,Small,10
Ai,2011,Hyderabad,4,Series A,12.2,Pe,Large,Large,13
Saas,2014,Pune,3,Seed,14.42,Angel,Small,Medium,10
Fintech,2023,Mumbai,1,Seed,15.06,Vc,Medium,Large,1
E-Commerce,2015,Delhi,4,Seed,6.65,Angel,Small,Small,9
E-Commerce,2022,Delhi,2,Series A,2.16,Pe,Medium,Small,2
Saas,2020,Delhi,3,Series B,18.33,Vc,Medium,Large,4
Edtech,2017,Mumbai,3,Seed,13.82,Pe,Medium,Large,7
Saas,2021,Chennai,2,Series A,18.98,Pe,Medium,Large,3
Healthtech,2017,Bangalore,3,Seed,3.08,Pe,Medium,Small,7
Healthtech,2011,Hyderabad,3,Seed,13.21,Angel,Small,Medium,13
E-Commerce,2023,Delhi,1,Series A,4.09,Vc,Large,Medium,1
Edtech,2022,Pune,4,Series A,17.36,Angel,Medium,Large,2
Fintech,2012,Mumbai,1,Seed,10.49,Pe,Medium,Medium,12
Healthtech,2018,Pune,2,Series B,10.75,Pe,Small,Large,6
E-Commerce,2010,Delhi,1,Series A,18.63,Vc,Medium,Large,14
Ai,2012,Mumbai,3,Series B,6.22,Angel,Medium,Large,12
E-Commerce,2015,Pune,2,Series A,12.46,Angel,Small,Large,9
Healthtech,2010,Chennai,4,Series B,3.06,Vc,Small,Medium,14
Healthtech,2022,Delhi,2,Seed,7.39,Pe,Medium,Medium,2
E-Commerce,2023,Delhi,2,Series B,4.06,Angel,Large,Large,1
Fintech,2021,Hyderabad,3,Series B,4.19,Vc,Medium,Medium,3
Saas,2020,Mumbai,1,Seed,13.29,Vc,Large,Large,4
Healthtech,2012,Mumbai,3,Series B,5.87,Angel,Small,Medium,12
E-Commerce,2017,Chennai,3,Series A,5.17,Angel,Small,Medium,7
E-Commerce,2008,Delhi,1,Series A,16.2,Angel,Small,Large,16
Edtech,2009,Hyderabad,1,Seed,9.58,Angel,Small,Medium,15
Saas,2010,Pune,3,Seed,7.72,Angel,Small,Medium,14
Ai,2008,Bangalore,4,Series A,16.34,Angel,Large,Large,16
Fintech,2020,Hyderabad,1,Seed,9.88,Pe,Large,Large,4
Ai,2018,Pune,4,Seed,16.34,Angel,Small,Medium,6
Saas,2023,Hyderabad,3,Seed,6.51,Angel,Medium,Medium,1
Saas,2019,Pune,1,Series A,19.25,Vc,Large,Large,5
Saas,2018,Hyderabad,3,Seed,18.49,Pe,Large,Large,6
Ai,2016,Hyderabad,1,Series A,16.51,Vc,Small,Large,8
Saas,2016,Delhi,2,Series A,4.41,Angel,Large,Medium,8
E-Commerce,2012,Hyderabad,1,Seed,14.6,Pe,Medium,Large,12
Ai,2021,Pune,3,Seed,16.39,Pe,Large,Large,3
Saas,2011,Pune,1,Seed,7.4,Pe,Medium,Medium,13
E-Commerce,2012,Mumbai,1,Series B,2.98,Angel,Small,Medium,12
Edtech,2011,Pune,3,Seed,5.54,Angel,Large,Medium,13
Saas,2019,Mumbai,1,Series A,11.8,Pe,Medium,Large,5
Ai,2012,Pune,2,Series A,5.19,Angel,Large,Large,12
Healthtech,2014,Hyderabad,4,Seed,13.3,Angel,Large,Large,10
Saas,2018,Pune,4,Series A,7.96,Vc,Medium,Large,6
Healthtech,2015,Mumbai,2,Seed,4.67,Vc,Large,Medium,9
E-Commerce,2009,Delhi,2,Seed,12.34,Pe,Large,Large,15
Edtech,2011,Bangalore,4,Seed,1.66,Pe,Small,Small,13
Fintech,2015,Hyderabad,2,Seed,12.57,Angel,Large,Large,9
Edtech,2014,Pune,1,Seed,19.49,Pe,Medium,Large,10
Saas,2016,Mumbai,4,Seed,14.29,Vc,Medium,Large,8
Healthtech,2012,Mumbai,4,Series A,6.7,Pe,Medium,Medium,12
Healthtech,2013,Delhi,4,Seed,18.05,Angel,Small,Large,11
Ai,2022,Pune,2,Series A,10.65,Vc,Large,Large,2
Healthtech,2018,Delhi,1,Seed,10.66,Vc,Small,Medium,6
Ai,2015,Bangalore,4,Seed,7.69,Pe,Small,Medium,9
E-Commerce,2022,Pune,2,Series A,1.23,Pe,Small,Small,2
Fintech,2019,Chennai,4,Series A,5.55,Angel,Large,Large,5
Saas,2021,Chennai,2,Seed,16.4,Angel,Small,Medium,3
Ai,2022,Pune,3,Series A,5.34,Vc,Small,Medium,2
Fintech,2018,Chennai,1,Seed,8.36,Pe,Large,Large,6
Healthtech,2023,Bangalore,4,Seed,12.75,Pe,Large,Large,1
Healthtech,2022,Hyderabad,1,Series A,5.79,Pe,Medium,Medium,2
Fintech,2012,Chennai,4,Seed,16.27,Vc,Medium,Large,12
Healthtech,2021,Chennai,1,Seed,17.99,Angel,Small,Large,3
E-Commerce,2016,Pune,3,Series A,1.42,Vc,Large,Small,8
E-Commerce,2011,Mumbai,1,Seed,11.58,Angel,Medium,Medium,13
Fintech,2015,Mumbai,3,Series A,7.12,Pe,Small,Medium,9
Ai,2019,Hyderabad,4,Seed,11.18,Vc,Medium,Medium,5
Ai,2021,Pune,1,Series A,11.03,Pe,Small,Large,3
Fintech,2010,Delhi,2,Seed,0.4,Angel,Medium,Small,14
Ai,2012,Bangalore,4,Seed,13.04,Angel,Medium,Large,12
Ai,2022,Chennai,3,Series A,4.48,Vc,Small,Medium,2
E-Commerce,2015,Pune,3,Seed,11.27,Pe,Large,Large,9
Ai,2022,Pune,3,Series B,17.93,Pe,Large,Large,2
Edtech,2017,Bangalore,4,Series A,4.01,Angel,Large,Medium,7
Saas,2019,Mumbai,4,Seed,5.55,Angel,Medium,Medium,5
Healthtech,2014,Bangalore,1,Seed,1.46,Vc,Medium,Small,10
Edtech,2008,Mumbai,2,Seed,9.94,Vc,Small,Medium,16
Ai,2019,Bangalore,3,Series A,17.43,Vc,Large,Large,5
E-Commerce,2011,Mumbai,3,Seed,10.99,Vc,Large,Large,13
Fintech,2009,Bangalore,1,Seed,7.18,Angel,Large,Medium,15
Ai,2009,Chennai,1,Seed,18.14,Vc,Small,Large,15
E-Commerce,2020,Chennai,2,Seed,10.74,Pe,Large,Large,4
Saas,2022,Hyderabad,3,Seed,19.48,Angel,Medium,Large,2
Ai,2014,Bangalore,4,Series B,15.05,Vc,Small,Large,10
Fintech,2019,Delhi,4,Series A,18.24,Vc,Medium,Large,5
E-Commerce,2019,Hyderabad,4,Series A,13.04,Angel,Medium,Large,5
E-Commerce,2010,Bangalore,3,Series A,19.79,Angel,Medium,Large,14
E-Commerce,2010,Delhi,4,Seed,10.6,Pe,Medium,Medium,14
Saas,2022,Chennai,3,Series B,12.88,Vc,Small,Large,2
Ai,2023,Chennai,4,Seed,2.86,Angel,Small,Small,1
Saas,2013,Pune,3,Seed,18.75,Vc,Medium,Large,11
Healthtech,2013,Chennai,3,Seed,6.83,Angel,Small,Small,11
Healthtech,2008,Pune,4,Series A,13.37,Vc,Large,Large,16
Ai,2022,Delhi,4,Seed,7.34,Angel,Medium,Medium,2
Saas,2022,Mumbai,2,Series A,17.73,Pe,Small,Large,2
Fintech,2022,Bangalore,3,Seed,2.39,Pe,Large,Small,2
E-Commerce,2008,Hyderabad,1,Series A,18.05,Vc,Medium,Large,16
E-Commerce,2018,Pune,3,Series A,12.59,Pe,Small,Large,6
Ai,2013,Hyderabad,4,Series B,19.14,Angel,Large,Large,11
Healthtech,2014,Chennai,3,Series A,10.17,Pe,Medium,Large,10
Healthtech,2016,Mumbai,3,Series A,9.97,Vc,Large,Large,8
E-Commerce,2011,Pune,3,Series B,7.3,Pe,Small,Large,13
Ai,2023,Bangalore,3,Series A,6.71,Angel,Small,Medium,1
Saas,2021,Pune,2,Series A,2.64,Vc,Large,Medium,3
Healthtech,2017,Bangalore,1,Seed,6.68,Vc,Large,Medium,7
Saas,2013,Hyderabad,2,Seed,12.26,Angel,Medium,Large,11
Healthtech,2019,Hyderabad,1,Seed,1.87,Vc,Medium,Small,5
Healthtech,2010,Hyderabad,1,Series A,3.88,Angel,Small,Small,14
Edtech,2020,Bangalore,1,Seed,17.23,Vc,Large,Large,4
Healthtech,2020,Pune,4,Seed,2.01,Angel,Small,Small,4
Fintech,2018,Hyderabad,3,Seed,4.98,Pe,Medium,Small,6
Ai,2023,Bangalore,2,Seed,0.28,Pe,Medium,Small,1
Ai,2011,Chennai,1,Seed,14.43,Vc,Medium,Large,13
Saas,2016,Pune,4,Series A,17.05,Angel,Small,Large,8
Healthtech,2021,Pune,1,Seed,17.61,Vc,Medium,Large,3
Fintech,2021,Pune,4,Seed,18.02,Vc,Small,Large,3
Saas,2008,Mumbai,4,Seed,8.19,Pe,Medium,Medium,16
Edtech,2012,Hyderabad,3,Seed,11.28,Angel,Small,Medium,12
Saas,2022,Bangalore,3,Seed,13.62,Vc,Medium,Large,2
Saas,2022,Chennai,2,Seed,18.31,Pe,Small,Large,2
Healthtech,2018,Delhi,1,Seed,15.97,Angel,Small,Medium,6
Edtech,2014,Chennai,1,Seed,9.88,Vc,Medium,Medium,10
Saas,2010,Mumbai,1,Seed,10.29,Vc,Small,Medium,14
Fintech,2022,Chennai,4,Series A,6.86,Pe,Large,Large,2
Fintech,2009,Hyderabad,2,Seed,0.43,Pe,Medium,Small,15
Ai,2020,Hyderabad,3,Series A,3.06,Angel,Small,Small,4
Edtech,2023,Delhi,3,Series A,6.77,Angel,Small,Medium,1
Edtech,2018,Pune,2,Seed,12.2,Angel,Large,Large,6
Ai,2009,Bangalore,3,Seed,14.34,Vc,Medium,Large,15
Saas,2008,Chennai,1,Series A,17.84,Pe,Large,Large,16
Edtech,2012,Delhi,4,Seed,11.18,Vc,Small,Medium,12
Fintech,2020,Hyderabad,1,Seed,8.0,Vc,Medium,Medium,4
Fintech,2010,Pune,2,Series A,13.89,Pe,Medium,Large,14
Healthtech,2018,Bangalore,3,Series A,7.96,Pe,Large,Large,6
Edtech,2019,Bangalore,2,Seed,2.35,Vc,Small,Small,5
Saas,2014,Mumbai,2,Series B,0.28,Angel,Small,Small,10
Ai,2008,Pune,3,Series A,14.23,Vc,Large,Large,16
Ai,2016,Hyderabad,2,Seed,18.0,Pe,Large,Large,8
Saas,2021,Bangalore,1,Series A,13.63,Vc,Large,Large,3
E-Commerce,2009,Mumbai,2,Series B,0.75,Vc,Large,Small,15
Healthtech,2015,Mumbai,4,Series A,4.54,Pe,Medium,Medium,9
Ai,2017,Hyderabad,1,Series B,18.94,Angel,Medium,Large,7
Edtech,2011,Bangalore,1,Seed,14.25,Angel,Medium,Large,13
Healthtech,2013,Pune,2,Seed,14.8,Vc,Medium,Large,11
Edtech,2016,Bangalore,1,Seed,16.17,Pe,Large,Large,8
Fintech,2014,Chennai,2,Series A,18.27,Pe,Small,Large,10
Healthtech,2022,Bangalore,4,Seed,8.9,Angel,Large,Large,2
Ai,2015,Mumbai,2,Seed,8.72,Vc,Large,Large,9
Healthtech,2022,Delhi,3,Seed,0.66,Pe,Large,Small,2
Healthtech,2014,Hyderabad,2,Series A,18.76,Pe,Small,Large,10
Healthtech,2009,Delhi,1,Series A,2.78,Angel,Small,Small,15
E-Commerce,2016,Bangalore,2,Seed,9.12,Pe,Small,Medium,8
Healthtech,2022,Pune,2,Seed,12.08,Vc,Large,Large,2
Edtech,2008,Pune,3,Seed,19.88,Angel,Medium,Large,16
Fintech,2021,Mumbai,3,Seed,8.11,Vc,Small,Medium,3
Saas,2009,Delhi,1,Series A,13.44,Angel,Medium,Large,15
Healthtech,2010,Hyderabad,4,Series A,19.06,Vc,Medium,Large,14
Ai,2010,Chennai,4,Series A,11.52,Angel,Large,Large,14
Healthtech,2021,Delhi,1,Seed,10.78,Pe,Large,Large,3
Ai,2017,Pune,1,Seed,11.55,Vc,Medium,Medium,7
Edtech,2023,Chennai,1,Seed,16.39,Vc,Small,Medium,1
Ai,2011,Pune,4,Seed,1.04,Vc,Large,Small,13
Saas,2012,Bangalore,4,Seed,15.25,Vc,Medium,Large,12
Fintech,2013,Bangalore,4,Seed,3.61,Vc,Large,Medium,11
Ai,2008,Hyderabad,3,Seed,15.39,Angel,Small,Medium,16
Ai,2021,Chennai,2,Series A,16.04,Vc,Large,Large,3
Fintech,2020,Chennai,3,Series A,12.6,Angel,Medium,Large,4
Saas,2015,Hyderabad,3,Seed,8.89,Pe,Large,Large,9
Healthtech,2013,Pune,3,Series A,14.7,Vc,Small,Large,11
Ai,2017,Delhi,2,Seed,0.58,Vc,Small,Small,7
Fintech,2016,Hyderabad,4,Seed,13.05,Pe,Large,Large,8
Edtech,2012,Bangalore,2,Series A,4.8,Angel,Small,Medium,12
Fintech,2014,Chennai,3,Seed,13.28,Pe,Small,Medium,10
Edtech,2018,Mumbai,2,Series A,2.93,Angel,Small,Small,6
Saas,2011,Pune,4,Series B,3.76,Angel,Small,Medium,13
Healthtech,2013,Mumbai,3,Seed,9.15,Vc,Small,Medium,11
Fintech,2013,Bangalore,3,Series A,10.69,Angel,Small,Large,11
E-Commerce,2020,Chennai,1,Seed,8.44,Pe,Medium,Medium,4
Ai,2011,Chennai,4,Seed,12.3,Vc,Medium,Large,13
Saas,2013,Hyderabad,3,Seed,1.26,Angel,Small,Small,11
Fintech,2015,Delhi,3,Series A,4.03,Angel,Medium,Medium,9
Ai,2018,Hyderabad,4,Seed,0.27,Angel,Small,Small,6
Fintech,2012,Mumbai,3,Seed,11.41,Pe,Small,Medium,12
Edtech,2009,Chennai,1,Seed,13.87,Vc,Large,Large,15
Fintech,2016,Delhi,2,Seed,9.78,Vc,Large,Large,8
E-Commerce,2018,Hyderabad,1,Seed,9.33,Pe,Medium,Medium,6
Fintech,2011,Delhi,2,Series A,8.63,Pe,Medium,Large,13
Fintech,2011,Pune,1,Series B,6.85,Vc,Small,Medium,13
E-Commerce,2018,Pune,2,Seed,11.85,Angel,Small,Medium,6
Saas,2014,Mumbai,1,Series A,0.32,Pe,Large,Small,10
Fintech,2017,Delhi,3,Series A,11.99,Angel,Medium,Large,7
E-Commerce,2021,Pune,2,Seed,9.9,Angel,Medium,Medium,3
Ai,2017,Chennai,4,Seed,12.59,Vc,Medium,Large,7
Edtech,2013,Pune,4,Series B,17.12,Angel,Small,Large,11
Edtech,2021,Delhi,1,Series B,16.61,Pe,Large,Large,3
Fintech,2011,Delhi,1,Seed,16.18,Vc,Medium,Large,13
Saas,2013,Hyderabad,1,Series A,8.35,Angel,Small,Medium,11
Saas,2010,Delhi,2,Series A,7.92,Vc,Medium,Large,14
Ai,2014,Delhi,3,Series A,4.3,Angel,Large,Medium,10
Fintech,2013,Mumbai,4,Series A,0.83,Pe,Large,Small,11
Edtech,2010,Delhi,1,Series A,10.2,Pe,Large,Large,14
Saas,2008,Hyderabad,2,Series A,19.5,Vc,Large,Large,16
Fintech,2019,Hyderabad,2,Series A,15.09,Pe,Large,Large,5
Saas,2023,Chennai,4,Seed,11.04,Pe,Large,Large,1
E-Commerce,2017,Pune,4,Series A,6.1,Pe,Small,Medium,7
Saas,2012,Mumbai,3,Series A,2.61,Vc,Large,Medium,12
Edtech,2017,Bangalore,4,Series B,5.42,Vc,Large,Large,7
Healthtech,2009,Chennai,3,Series B,10.78,Vc,Small,Large,15
Ai,2014,Delhi,3,Series A,12.56,Vc,Large,Large,10
Ai,2023,Pune,2,Seed,7.45,Angel,Large,Medium,1
Edtech,2020,Mumbai,2,Series A,2.28,Vc,Small,Small,4
Saas,2014,Chennai,3,Series A,5.41,Angel,Medium,Medium,10
Fintech,2023,Hyderabad,1,Series A,5.29,Angel,Small,Medium,1
Saas,2011,Mumbai,3,Seed,10.8,Pe,Large,Large,13
Edtech,2013,Mumbai,4,Seed,2.25,Vc,Large,Small,11
Ai,2008,Delhi,3,Seed,5.91,Angel,Small,Small,16
Saas,2009,Mumbai,3,Seed,7.0,Pe,Small,Small,15
Ai,2022,Pune,3,Series A,10.64,Angel,Small,Large,2
Fintech,2013,Pune,1,Series B,6.11,Angel,Medium,Large,11
Ai,2009,Mumbai,1,Series B,3.17,Vc,Large,Medium,15
Ai,2019,Bangalore,3,Series A,0.7,Pe,Large,Small,5
Healthtech,2019,Delhi,4,Series A,3.63,Pe,Large,Medium,5
Healthtech,2018,Mumbai,2,Series A,16.53,Vc,Small,Large,6
E-Commerce,2011,Mumbai,4,Seed,7.14,Angel,Large,Medium,13
Healthtech,2023,Bangalore,2,Seed,10.87,Angel,Large,Large,1
Ai,2011,Bangalore,4,Series A,9.9,Angel,Large,Large,13
Edtech,2017,Hyderabad,1,Seed,5.67,Angel,Large,Medium,7
Ai,2016,Delhi,4,Series A,16.9,Pe,Large,Large,8
Edtech,2022,Bangalore,3,Series A,18.78,Vc,Large,Large,2
Edtech,2017,Mumbai,2,Series A,4.41,Vc,Large,Medium,7
Healthtech,2014,Bangalore,4,Series A,16.19,Pe,Large,Large,10
Saas,2021,Chennai,4,Series A,15.16,Vc,Large,Large,3
Fintech,2014,Hyderabad,4,Series A,16.8,Angel,Medium,Large,10
Healthtech,2019,Hyderabad,1,Series B,8.3,Angel,Small,Large,5
Healthtech,2018,Pune,1,Series B,13.79,Angel,Large,Large,6
Saas,2008,Delhi,4,Seed,3.96,Angel,Large,Medium,16
Fintech,2018,Hyderabad,1,Series B,19.37,Pe,Medium,Large,6
Ai,2012,Delhi,4,Seed,14.51,Vc,Small,Medium,12
E-Commerce,2010,Chennai,1,Series A,1.72,Pe,Large,Small,14
E-Commerce,2023,Pune,4,Series B,17.58,Pe,Medium,Large,1
Ai,2010,Mumbai,3,Seed,19.19,Angel,Large,Large,14
Healthtech,2013,Chennai,1,Series B,6.81,Angel,Medium,Large,11
Fintech,2011,Delhi,4,Series B,10.87,Vc,Small,Large,13
Healthtech,2015,Delhi,2,Series B,19.84,Angel,Medium,Large,9
Edtech,2021,Delhi,3,Series A,9.13,Vc,Small,Medium,3
Healthtech,2011,Mumbai,1,Seed,13.38,Pe,Small,Medium,13
Healthtech,2015,Pune,4,Seed,9.16,Angel,Large,Large,9
Ai,2021,Pune,2,Series A,1.7,Pe,Large,Small,3
Ai,2019,Delhi,2,Seed,10.29,Angel,Large,Large,5
Ai,2023,Chennai,2,Series B,16.57,Pe,Small,Large,1
E-Commerce,2023,Pune,3,Seed,1.02,Vc,Medium,Small,1
Edtech,2023,Mumbai,3,Series A,8.93,Angel,Medium,Large,1
Ai,2022,Chennai,2,Seed,16.48,Pe,Medium,Large,2
Fintech,2019,Mumbai,3,Seed,7.2,Vc,Small,Medium,5
E-Commerce,2023,Delhi,4,Series A,19.55,Angel,Large,Large,1
Saas,2011,Pune,1,Series A,7.79,Pe,Large,Large,13
Fintech,2010,Mumbai,1,Seed,15.71,Pe,Small,Medium,14
Fintech,2012,Bangalore,1,Seed,5.06,Angel,Large,Medium,12
Ai,2019,Chennai,3,Series A,6.78,Vc,Small,Medium,5
Saas,2020,Bangalore,4,Series A,14.48,Vc,Medium,Large,4
Saas,2012,Bangalore,4,Seed,1.33,Pe,Small,Small,12
E-Commerce,2017,Delhi,3,Series A,2.06,Angel,Small,Small,7
Saas,2017,Delhi,3,Seed,5.48,Pe,Small,Small,7
Edtech,2008,Bangalore,4,Series B,5.17,Vc,Medium,Large,16
Ai,2022,Mumbai,4,Seed,1.51,Angel,Large,Small,2
Saas,2015,Delhi,2,Seed,19.44,Angel,Large,Large,9
E-Commerce,2015,Chennai,1,Seed,6.01,Angel,Large,Medium,9
Edtech,2015,Bangalore,2,Series A,14.51,Pe,Large,Large,9
Healthtech,2021,Chennai,4,Series B,7.98,Pe,Small,Large,3
Healthtech,2017,Pune,2,Series A,19.82,Vc,Medium,Large,7
Edtech,2011,Chennai,1,Series A,2.98,Angel,Small,Small,13
E-Commerce,2020,Chennai,3,Seed,7.61,Angel,Small,Medium,4
Edtech,2021,Bangalore,2,Seed,8.75,Pe,Small,Medium,3
Ai,2023,Hyderabad,2,Series B,14.4,Pe,Medium,Large,1
Ai,2016,Pune,3,Series A,10.02,Angel,Small,Medium,8
Healthtech,2023,Delhi,3,Seed,15.06,Angel,Large,Large,1
Saas,2017,Chennai,1,Series A,16.86,Vc,Medium,Large,7
E-Commerce,2010,Bangalore,4,Seed,5.93,Pe,Medium,Medium,14
Healthtech,2014,Hyderabad,2,Series B,16.12,Pe,Large,Large,10
Saas,2013,Bangalore,1,Series A,9.93,Pe,Small,Medium,11
Saas,2016,Delhi,2,Seed,1.72,Pe,Small,Small,8
Ai,2019,Bangalore,1,Seed,6.08,Pe,Medium,Medium,5
Fintech,2021,Mumbai,1,Series A,16.1,Pe,Large,Large,3
Fintech,2020,Pune,3,Seed,7.9,Pe,Small,Medium,4
Edtech,2011,Mumbai,4,Seed,2.05,Vc,Medium,Small,13
Ai,2011,Chennai,2,Seed,12.84,Vc,Medium,Large,13
Saas,2013,Bangalore,4,Seed,17.04,Pe,Small,Medium,11
E-Commerce,2015,Bangalore,1,Series A,2.83,Vc,Small,Small,9
Fintech,2010,Chennai,3,Series A,10.95,Angel,Large,Large,14
Saas,2018,Chennai,4,Series B,4.31,Angel,Large,Large,6
Fintech,2015,Pune,3,Series A,6.89,Pe,Medium,Medium,9
Fintech,2021,Hyderabad,3,Series A,8.4,Pe,Small,Medium,3
Fintech,2015,Bangalore,2,Series B,0.3,Vc,Large,Small,9
E-Commerce,2021,Delhi,1,Series B,7.24,Pe,Large,Large,3
Ai,2021,Delhi,2,Series A,6.33,Pe,Small,Medium,3
E-Commerce,2014,Delhi,2,Seed,13.43,Angel,Small,Medium,10
Healthtech,2014,Chennai,4,Seed,17.63,Vc,Small,Large,10
Saas,2012,Chennai,3,Seed,2.28,Vc,Small,Small,12
Ai,2009,Chennai,2,Series B,9.76,Pe,Small,Large,15
Ai,2019,Delhi,2,Seed,5.68,Pe,Large,Medium,5
Ai,2021,Hyderabad,1,Series A,19.75,Angel,Medium,Large,3
Ai,2022,Pune,4,Series A,15.65,Pe,Large,Large,2
E-Commerce,2009,Mumbai,4,Series A,2.53,Angel,Medium,Small,15
Ai,2020,Bangalore,3,Seed,7.5,Pe,Large,Medium,4
Edtech,2019,Mumbai,3,Seed,2.4,Vc,Medium,Small,5
Saas,2017,Bangalore,4,Series A,15.78,Vc,Large,Large,7
Ai,2019,Chennai,4,Series A,9.84,Angel,Small,Medium,5
Saas,2015,Delhi,1,Series A,13.02,Vc,Small,Large,9
Edtech,2018,Mumbai,2,Seed,11.58,Angel,Small,Medium,6
Edtech,2013,Chennai,1,Seed,3.82,Vc,Small,Small,11
Saas,2015,Bangalore,1,Seed,0.46,Vc,Large,Small,9
Fintech,2010,Pune,4,Series A,17.43,Angel,Medium,Large,14
Healthtech,2008,Pune,4,Series A,2.03,Pe,Small,Small,16
Fintech,2020,Mumbai,2,Series B,15.87,Angel,Medium,Large,4
Fintech,2013,Mumbai,3,Series B,3.99,Pe,Small,Medium,11
E-Commerce,2023,Mumbai,4,Series A,17.08,Angel,Small,Large,1
Fintech,2009,Mumbai,1,Series A,11.96,Angel,Large,Large,15
Ai,2019,Mumbai,2,Series A,8.1,Angel,Small,Medium,5
E-Commerce,2022,Chennai,3,Series A,13.24,Vc,Large,Large,2
E-Commerce,2016,Bangalore,1,Seed,5.62,Angel,Small,Small,8
Edtech,2012,Bangalore,1,Seed,8.49,Pe,Small,Medium,12
Fintech,2012,Hyderabad,3,Seed,16.51,Vc,Small,Medium,12
Edtech,2020,Delhi,1,Series B,0.38,Vc,Small,Small,4
Saas,2017,Pune,1,Series A,4.83,Vc,Small,Medium,7
Healthtech,2015,Mumbai,2,Seed,14.88,Angel,Large,Large,9
E-Commerce,2013,Pune,1,Seed,14.45,Angel,Large,Large,11
Saas,2010,Bangalore,1,Series A,3.44,Vc,Medium,Medium,14
Saas,2016,Delhi,2,Seed,19.66,Vc,Large,Large,8
Ai,2023,Delhi,2,Seed,13.59,Vc,Large,Large,1
Healthtech,2017,Chennai,3,Series A,7.55,Vc,Small,Medium,7
Saas,2011,Mumbai,3,Seed,7.15,Angel,Small,Medium,13
Saas,2017,Hyderabad,3,Seed,10.55,Vc,Large,Large,7
Healthtech,2011,Delhi,2,Series B,0.92,Angel,Medium,Small,13
Healthtech,2019,Chennai,1,Series A,14.35,Pe,Large,Large,5
Saas,2020,Mumbai,1,Seed,1.55,Pe,Medium,Small,4
Healthtech,2009,Bangalore,1,Series B,13.13,Pe,Small,Large,15
Saas,2010,Hyderabad,1,Series B,16.07,Angel,Large,Large,14
Saas,2011,Mumbai,2,Seed,18.12,Vc,Medium,Large,13
Ai,2014,Chennai,4,Seed,3.12,Vc,Medium,Small,10
Fintech,2020,Pune,3,Seed,14.96,Angel,Medium,Large,4
Saas,2010,Chennai,4,Series B,19.67,Angel,Small,Large,14
Edtech,2015,Chennai,3,Series A,1.54,Vc,Large,Small,9
E-Commerce,2015,Chennai,3,Seed,0.76,Pe,Small,Small,9
Fintech,2023,Chennai,2,Series A,4.41,Angel,Medium,Medium,1
Fintech,2017,Hyderabad,3,Series A,4.26,Pe,Small,Medium,7
Fintech,2018,Delhi,2,Seed,6.53,Pe,Large,Medium,6
Ai,2009,Delhi,4,Series A,18.49,Vc,Large,Large,15
Saas,2011,Bangalore,1,Seed,13.72,Angel,Large,Large,13
Ai,2015,Delhi,4,Seed,0.41,Angel,Small,Small,9
Saas,2008,Chennai,4,Seed,10.01,Vc,Medium,Medium,16
Ai,2008,Delhi,2,Series B,17.54,Angel,Small,Large,16
Ai,2023,Pune,2,Series B,10.78,Pe,Large,Large,1
E-Commerce,2021,Pune,3,Series B,4.05,Angel,Small,Medium,3
Edtech,2021,Delhi,1,Series B,19.09,Pe,Large,Large,3
Ai,2011,Chennai,4,Seed,6.29,Pe,Medium,Medium,13
E-Commerce,2018,Hyderabad,4,Series B,7.13,Pe,Small,Large,6
Healthtech,2009,Chennai,2,Seed,7.25,Angel,Large,Medium,15
Edtech,2023,Delhi,2,Series A,8.02,Pe,Medium,Large,1
Ai,2008,Delhi,2,Series A,14.23,Pe,Medium,Large,16
Fintech,2015,Bangalore,4,Seed,6.43,Vc,Medium,Medium,9
Healthtech,2009,Chennai,2,Seed,9.41,Angel,Medium,Medium,15
Healthtech,2011,Bangalore,3,Seed,5.42,Angel,Small,Small,13
E-Commerce,2010,Bangalore,3,Series A,10.26,Angel,Large,Large,14
Healthtech,2022,Mumbai,3,Series A,18.96,Angel,Large,Large,2
